1,1482019200,0
1,1482105600,2
1,1482192000,5
1,1482278400,5
1,1482364800,4
1,1482451200,3
1,1482537600,7
1,1482624000,4
1,1482710400,8
1,1482796800,2
1,1482883200,1
1,1482969600,2
1,1483056000,4
1,1483142400,6
1,1483228800,6
1,1483315200,7
1,1483401600,7
1,1483488000,0
1,1483574400,4
1,1483660800,2
1,1483747200,7
1,1483833600,2
1,1483920000,0
1,1484006400,2
1,1484092800,2
1,1484179200,10
1,1484265600,5
1,1484352000,2
1,1484438400,6
1,1484524800,7
1,1484611200,9
1,1484697600,2
1,1484784000,1
1,1484870400,7
1,1484956800,3
1,1485043200,3
1,1485129600,2
1,1485216000,8
1,1485302400,4
1,1485388800,5
1,1485475200,6
1,1485561600,8
1,1485648000,7
1,1485734400,2
1,1485820800,4
1,1485907200,7
1,1485993600,2
1,1486080000,4
1,1486166400,2
1,1486252800,15
1,1486339200,6
1,1486425600,5
1,1486512000,5
1,1486598400,6
1,1486684800,6
1,1486771200,6
1,1486857600,2
1,1486944000,3
1,1487030400,10
1,1487116800,5
1,1487203200,0
1,1487289600,9
1,1487376000,3
1,1487462400,5
1,1487548800,7
1,1487635200,4
1,1487721600,2
1,1487808000,4
1,1487894400,2
1,1487980800,6
1,1488067200,6
1,1488153600,6
1,1488240000,7
1,1488326400,6
1,1488412800,3
1,1488499200,1
1,1488585600,8
1,1488672000,7
1,1488758400,0
1,1488844800,7
1,1488931200,8
1,1489017600,0
1,1489104000,5
1,1489190400,2
1,1489276800,0
1,1489363200,4
1,1489449600,6
1,1489536000,10
1,1489622400,7
1,1489708800,4
