0,1482019200,0
0,1482105600,1
0,1482192000,3
0,1482278400,3
0,1482364800,2
0,1482451200,2
0,1482537600,4
0,1482624000,2
0,1482710400,5
0,1482796800,1
0,1482883200,1
0,1482969600,1
0,1483056000,3
0,1483142400,4
0,1483228800,3
0,1483315200,5
0,1483401600,4
0,1483488000,0
0,1483574400,2
0,1483660800,1
0,1483747200,4
0,1483833600,1
0,1483920000,0
0,1484006400,1
0,1484092800,1
0,1484179200,5
0,1484265600,3
0,1484352000,1
0,1484438400,3
0,1484524800,5
0,1484611200,5
0,1484697600,1
0,1484784000,1
0,1484870400,4
0,1484956800,2
0,1485043200,2
0,1485129600,1
0,1485216000,4
0,1485302400,2
0,1485388800,3
0,1485475200,4
0,1485561600,4
0,1485648000,4
0,1485734400,1
0,1485820800,2
0,1485907200,4
0,1485993600,1
0,1486080000,3
0,1486166400,1
0,1486252800,9
0,1486339200,3
0,1486425600,3
0,1486512000,3
0,1486598400,3
0,1486684800,4
0,1486771200,4
0,1486857600,1
0,1486944000,2
0,1487030400,5
0,1487116800,3
0,1487203200,0
0,1487289600,5
0,1487376000,2
0,1487462400,3
0,1487548800,4
0,1487635200,2
0,1487721600,1
0,1487808000,2
0,1487894400,1
0,1487980800,3
0,1488067200,3
0,1488153600,3
0,1488240000,5
0,1488326400,3
0,1488412800,2
0,1488499200,1
0,1488585600,4
0,1488672000,5
0,1488758400,0
0,1488844800,4
0,1488931200,5
0,1489017600,0
0,1489104000,3
0,1489190400,1
0,1489276800,0
0,1489363200,2
0,1489449600,3
0,1489536000,5
0,1489622400,5
0,1489708800,2
0,1489795200,3
0,1489881600,1
0,1489968000,5
0,1490054400,2
0,1490140800,1
0,1490227200,6
0,1490313600,2
0,1490400000,5
0,1490486400,5
0,1490572800,2
0,1490659200,7
0,1490745600,0
0,1490832000,3
0,1490918400,3
0,1491004800,1
0,1491091200,6
0,1491177600,5
0,1491264000,4
0,1491350400,2
0,1491436800,3
0,1491523200,4
0,1491609600,3
0,1491696000,6
0,1491782400,3
0,1491868800,0
0,1491955200,3
0,1492041600,3
0,1492128000,2
0,1492214400,2
0,1492300800,4
0,1492387200,3
0,1492473600,0
0,1492560000,2
0,1492646400,3
0,1492732800,1
0,1492819200,5
0,1492905600,4
0,1492992000,3
0,1493078400,2
0,1493164800,3
0,1493251200,2
0,1493337600,2
0,1493424000,2
0,1493510400,4
0,1493596800,2
0,1493683200,3
0,1493769600,3
0,1493856000,4
0,1493942400,2
0,1494028800,0
0,1494115200,2
0,1494201600,5
0,1494288000,0
0,1494374400,3
0,1494460800,6
0,1494547200,1
0,1494633600,2
0,1494720000,2
0,1494806400,0
0,1494892800,4
0,1494979200,0
0,1495065600,3
0,1495152000,1
0,1495238400,5
0,1495324800,0
0,1495411200,3
0,1495497600,2
0,1495584000,1
0,1495670400,3
0,1495756800,4
0,1495843200,2
0,1495929600,4
0,1496016000,2
0,1496102400,3
0,1496188800,1
0,1496275200,5
0,1496361600,1
0,1496448000,3
0,1496534400,2
0,1496620800,2
0,1496707200,4
0,1496793600,2
0,1496880000,2
0,1496966400,2
0,1497052800,2
0,1497139200,1
0,1497225600,3
0,1497312000,4
0,1497398400,5
0,1497484800,4
0,1497571200,3
0,1497657600,3
0,1497744000,1
0,1497830400,4
0,1497916800,3
0,1498003200,4
0,1498089600,3
0,1498176000,3
0,1498262400,3
0,1498348800,1
0,1498435200,3
0,1498521600,2
0,1498608000,4
0,1498694400,2
0,1498780800,4
0,1498867200,1
0,1498953600,0
0,1499040000,2
0,1499126400,2
0,1499212800,5
0,1499299200,7
0,1499385600,3
0,1499472000,4
0,1499558400,2
0,1499644800,1
0,1499731200,4
0,1499817600,2
0,1499904000,2
0,1499990400,2
0,1500076800,3
0,1500163200,2
0,1500249600,1
0,1500336000,5
0,1500422400,2
