1,1504308965,8
1,1504395365,6
1,1504481765,7
1,1504568165,3
1,1504654565,4
1,1504740965,10
1,1504827365,2
1,1504913765,4
1,1505000165,6
1,1505086565,4
1,1505172965,0
1,1505259365,6
1,1505345765,4
1,1505432165,5
1,1505518565,7
1,1505604965,4
1,1505691365,0
1,1505777765,7
1,1505864165,4
1,1505950565,3
1,1506036965,1
1,1506123365,1
1,1506209765,4
1,1506296165,8
1,1506382565,6
1,1506468965,10
1,1506555365,2
1,1506641765,4
1,1506728165,3
1,1506814565,6
1,1506900965,4
1,1506987365,4
1,1507073765,4
1,1507160165,7
1,1507246565,5
1,1507332965,7
1,1507419365,0
1,1507505765,2
1,1507592165,4
1,1507678565,8
1,1507764965,1
1,1507851365,5
1,1507937765,4
1,1508024165,2
1,1508110565,2
1,1508196965,2
1,1508283365,7
1,1508369765,4
1,1508456165,2
1,1508542565,3
1,1508628965,2
1,1508715365,0
1,1508801765,4
1,1508888165,2
1,1508974565,5
1,1509060965,4
1,1509147365,5
1,1509233765,13
1,1509320165,4
1,1509406565,3
1,1509492965,2
1,1509579365,5
1,1509665765,7
1,1509752165,2
1,1509838565,7
1,1509924965,3
1,1510011365,9
1,1510097765,8
1,1510184165,4
1,1510270565,8
1,1510356965,4
1,1510443365,5
1,1510529765,6
1,1510616165,8
1,1510702565,4
1,1510788965,0
1,1510875365,6
1,1510961765,8
1,1511048165,5
1,1511134565,0
1,1511220965,7
1,1511307365,3
1,1511393765,4
1,1511480165,6
1,1511566565,1
1,1511652965,10
1,1511739365,1
1,1511825765,4
1,1511912165,8
1,1511998565,2
1,1512084965,4
1,1512171365,5
1,1512257765,5
1,1512344165,2
1,1512430565,9
1,1512516965,2
1,1512603365,4
1,1512689765,10
1,1512776165,14
1,1512862565,6
1,1512948965,2
1,1513035365,5
1,1513121765,2
1,1513208165,3
1,1513294565,7
1,1513380965,0
1,1513467365,5
1,1513553765,0
1,1513640165,0
1,1513726565,0
1,1513812965,0
1,1513899365,18
1,1513985765,0
1,1514072165,0
1,1514158565,0
