612fc5fd-c44f-4e47-9f0f-ea1ebffca677,-1,051cd875-154e-46ec-85d9-febeea348e64,1504308965,Safari,,,,Android Phone,,,,,UTF-8,de,PT,Portugal,193.208.207.161
8b9810c6-404a-416c-98f1-90a15f3124c1,-1,f43b9593-9ad5-40c3-a4e3-8c54899dfec0,1504309328,Safari,,,,Apple Tablet,,,,,UTF-8,fr,PT,Portugal,8.218.105.168
612fc5fd-c44f-4e47-9f0f-ea1ebffca677,-1,051cd875-154e-46ec-85d9-febeea348e64,1504309365,Safari,,,,Android Phone,,,,,UTF-8,de,PT,Portugal,193.208.207.161
b043af5e-af8b-4798-9a1a-7e3b8d4e058e,-1,6378896f-fea9-41f2-addc-ffd80c65cf05,1504309446,Edge,,,,Android Tablet,,,,,UTF-8,es,PH,Philippines,94.115.132.8
612fc5fd-c44f-4e47-9f0f-ea1ebffca677,-1,051cd875-154e-46ec-85d9-febeea348e64,1504309741,Edge,,,,Android Tablet,,,,,UTF-8,de,PT,Portugal,193.208.207.161
8b9810c6-404a-416c-98f1-90a15f3124c1,60dc6798-2b34-48a2-a564-da2ebb0fcde7,f43b9593-9ad5-40c3-a4e3-8c54899dfec0,1504309860,Edge,,,,Apple Tablet,,,,,UTF-8,fr,PT,Portugal,8.218.105.168
612fc5fd-c44f-4e47-9f0f-ea1ebffca677,e0306e22-81c6-4154-bc28-9e893e5a63ed,051cd875-154e-46ec-85d9-febeea348e64,1504309922,Edge,,,,Android Tablet,,,,,UTF-8,de,PT,Portugal,193.208.207.161
b043af5e-af8b-4798-9a1a-7e3b8d4e058e,16648cb1-0e09-4cc9-bac1-a7f968eae93a,6378896f-fea9-41f2-addc-ffd80c65cf05,1504309994,Edge,,,,Android Tablet,,,,,UTF-8,es,PH,Philippines,94.115.132.8
72aaaa3e-ee18-4676-9c15-883bf7adeb30,6ff17104-1ddc-46e9-b883-23fbde62cede,e20ce546-4eb2-4649-b157-0971f3df04e7,1504310330,Safari,,,,Apple Tablet,,,,,UTF-8,en-us,UA,Ukraine,217.1.184.128
08d409ff-5624-490a-8eec-a39eecd0595f,b811a6bd-7991-4132-9353-00445ced6a29,1e4cee10-9a9a-4b84-b03d-ba5ccc9f38f8,1504310390,Edge,,,,BlackBerry 10,,,,,UTF-8,en-us,PH,Philippines,77.125.4.222
9ed48353-5bf9-4ab0-be14-b74e098edd0d,-1,0b23a3d5-d3e3-47b9-b77b-d59deb26dafb,1504395837,Firefox,,,,Desktop,,,,,UTF-8,zh-tw,TH,Thailand,122.69.30.162
e4429c1c-cd3c-4c5f-a292-8c00483214a2,-1,b63dc537-7113-409b-80bc-85ac5015026b,1504396056,Safari,,,,Android Phone,,,,,UTF-8,es-419,RU,Russia,177.77.111.16
9ed48353-5bf9-4ab0-be14-b74e098edd0d,-1,0b23a3d5-d3e3-47b9-b77b-d59deb26dafb,1504396191,Firefox,,,,Apple Ipod,,,,,UTF-8,zh-tw,TH,Thailand,122.69.30.162
e4429c1c-cd3c-4c5f-a292-8c00483214a2,-1,b63dc537-7113-409b-80bc-85ac5015026b,1504396289,Safari,,,,Android Phone,,,,,UTF-8,es-419,RU,Russia,177.77.111.16
9ed48353-5bf9-4ab0-be14-b74e098edd0d,d9fa6cc8-11f4-4763-856d-b6e7bd79eafa,0b23a3d5-d3e3-47b9-b77b-d59deb26dafb,1504396356,Firefox,,,,Desktop,,,,,UTF-8,zh-tw,TH,Thailand,122.69.30.162
0e5b6e0b-59df-43ca-9e87-089ed0356578,-1,470efadc-c228-4f7b-a6cb-558db456f0fd,1504396563,Safari,,,,BlackBerry 10,,,,,UTF-8,es-419,TH,Thailand,231.195.38.153
e4429c1c-cd3c-4c5f-a292-8c00483214a2,-1,b63dc537-7113-409b-80bc-85ac5015026b,1504396617,Firefox,,,,Android Tablet,,,,,UTF-8,es-419,RU,Russia,177.77.111.16
e4429c1c-cd3c-4c5f-a292-8c00483214a2,706dfadb-29a1-47ec-8806-d8f78db7a012,b63dc537-7113-409b-80bc-85ac5015026b,1504396671,Firefox,,,,Android Tablet,,,,,UTF-8,es-419,RU,Russia,177.77.111.16
0e5b6e0b-59df-43ca-9e87-089ed0356578,0a4db78c-50ee-408a-962a-8c27f33f3aba,470efadc-c228-4f7b-a6cb-558db456f0fd,1504396687,Firefox,,,,Apple Tablet,,,,,UTF-8,es-419,TH,Thailand,231.195.38.153
2b181249-1270-40ba-b796-2e20c2fe3db9,-1,0a622c45-28d0-4583-80cf-0de03e3fb9a4,1504482051,Safari,,,,Apple Phone,,,,,UTF-8,es-419,ID,Indonesia,91.173.253.106
bcf4b34b-3574-4ce3-b4d6-ba5665675f28,-1,776167f0-dbe4-41a9-9ce8-3f1d4d413f69,1504482247,Edge,,,,Desktop,,,,,UTF-8,en-us,GT,Guatemala,4.217.206.235
9352eaa9-f345-49fa-9478-518398edafec,-1,3d1ca346-64af-48e1-b611-ad9714767be8,1504482304,Firefox,,,,BlackBerry 10,,,,,UTF-8,fr,CN,China,142.200.153.33
2b181249-1270-40ba-b796-2e20c2fe3db9,-1,0a622c45-28d0-4583-80cf-0de03e3fb9a4,1504482352,Safari,,,,Apple Phone,,,,,UTF-8,es-419,ID,Indonesia,91.173.253.106
bcf4b34b-3574-4ce3-b4d6-ba5665675f28,-1,776167f0-dbe4-41a9-9ce8-3f1d4d413f69,1504482438,Safari,,,,Android Phone,,,,,UTF-8,en-us,GT,Guatemala,4.217.206.235
bcf4b34b-3574-4ce3-b4d6-ba5665675f28,-1,776167f0-dbe4-41a9-9ce8-3f1d4d413f69,1504482670,Edge,,,,Desktop,,,,,UTF-8,en-us,GT,Guatemala,4.217.206.235
9352eaa9-f345-49fa-9478-518398edafec,-1,3d1ca346-64af-48e1-b611-ad9714767be8,1504482702,Firefox,,,,BlackBerry 10,,,,,UTF-8,fr,CN,China,142.200.153.33
42de508d-6509-4f45-8aa0-8ef61c70a9a3,016a23e8-7e08-4e4d-8218-4d65288a0c99,dd52e0a4-6cfb-4f1b-a867-ded6ecd2b6dd,1504482779,Firefox,,,,Desktop,,,,,UTF-8,en-us,MX,Mexico,0.50.53.2
bcf4b34b-3574-4ce3-b4d6-ba5665675f28,58448a9b-c15b-4ca3-a695-420c2e1318ce,776167f0-dbe4-41a9-9ce8-3f1d4d413f69,1504482798,Safari,,,,Android Phone,,,,,UTF-8,en-us,GT,Guatemala,4.217.206.235
2b181249-1270-40ba-b796-2e20c2fe3db9,d3d399e3-5c26-4a81-b9d4-da745c317f71,0a622c45-28d0-4583-80cf-0de03e3fb9a4,1504482832,Firefox,,,,Apple Ipod,,,,,UTF-8,es-419,ID,Indonesia,91.173.253.106
9352eaa9-f345-49fa-9478-518398edafec,c5c860fe-5695-4614-9e3d-f96a06b1f4fb,3d1ca346-64af-48e1-b611-ad9714767be8,1504482875,Firefox,,,,BlackBerry 10,,,,,UTF-8,fr,CN,China,142.200.153.33
aa5ad18d-08be-4fd0-905f-400c8e17dd59,-1,07aab39f-cd33-4384-bd60-425e7d2d48a5,1504568976,Safari,,,,BlackBerry 10,,,,,UTF-8,es,CN,China,119.226.27.239
aa5ad18d-08be-4fd0-905f-400c8e17dd59,49f44351-ea4e-4e3c-8b1a-8408f403cfb2,07aab39f-cd33-4384-bd60-425e7d2d48a5,1504569280,Edge,,,,Android Tablet,,,,,UTF-8,es,CN,China,119.226.27.239
58fa0025-92fc-4f95-9d48-504935e729bb,bad857ce-03df-458f-9942-97d57b151881,68b50b93-e8a5-4186-b40c-b879cd0be27e,1504569338,Safari,,,,Desktop,,,,,UTF-8,fr,JP,Japan,131.63.209.252
726b7630-d918-4da9-8432-671ed3125410,-1,c012e6c0-1e84-450b-b03f-5f23c1fa887e,1504654983,Edge,,,,Apple Phone,,,,,UTF-8,fr,KZ,Kazakhstan,45.73.105.162
726b7630-d918-4da9-8432-671ed3125410,-1,c012e6c0-1e84-450b-b03f-5f23c1fa887e,1504655212,Edge,,,,Apple Phone,,,,,UTF-8,fr,KZ,Kazakhstan,45.73.105.162
394bf016-6aa7-44ac-a485-3faa46eb799a,-1,0182e2a9-1d5b-4ee5-bd22-3971b4509e61,1504655348,Safari,,,,Window Tablet,,,,,UTF-8,pt-br,GM,Gambia,39.245.235.204
726b7630-d918-4da9-8432-671ed3125410,aadc5979-6bd6-4456-ae54-ec0cfba0c9ad,c012e6c0-1e84-450b-b03f-5f23c1fa887e,1504655501,Edge,,,,Apple Tablet,,,,,UTF-8,fr,KZ,Kazakhstan,45.73.105.162
394bf016-6aa7-44ac-a485-3faa46eb799a,0ec566b7-d287-4478-8e80-9873eeec480a,0182e2a9-1d5b-4ee5-bd22-3971b4509e61,1504655630,Safari,,,,Window Tablet,,,,,UTF-8,pt-br,GM,Gambia,39.245.235.204
7c94d3d9-0b36-4881-aa62-ea1cac1951c2,-1,fdba8b1b-4a51-4fea-bbf4-7295c8eb41ef,1504741130,Edge,,,,Apple Tablet,,,,,UTF-8,zh-tw,ZA,South Africa,168.185.46.20
93209b1b-d997-4119-8f53-82d349909201,-1,0c164345-bac1-4f59-a1e4-3946645cbff4,1504741306,Safari,,,,Apple Tablet,,,,,UTF-8,en-us,PT,Portugal,125.249.135.7
6912f547-0002-4c13-ba51-526071286361,-1,00d9140b-4f24-440a-9c82-510f4a7c1ea1,1504741679,Firefox,,,,Desktop,,,,,UTF-8,en-gb,ID,Indonesia,73.163.129.95
7c94d3d9-0b36-4881-aa62-ea1cac1951c2,-1,fdba8b1b-4a51-4fea-bbf4-7295c8eb41ef,1504741680,Edge,,,,Apple Tablet,,,,,UTF-8,zh-tw,ZA,South Africa,168.185.46.20
